date,Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,Fhw,Thwinc,Thwout,Fhp,Thp-sup,Thp-ret,Tindoor_zones,R0,R1,R2,R3,R4,R5,R6,Qhp,Php,Pbld
Mon Feb 06 2017 17:30:00 GMT+0100 (CET),06/02/2017 17:30:00,16.0403666568,-0.91105,21.18546,0.3623333333,8421000,24.3,23.3666666667,4.3,6.7333333333,0,21.6333333333,38.1333333333,0,30.5,23.9,21.0246160226,21.1602153301,21.1999087591,21.2104228893,19.3757303278,20.0606008034,20.3208922136,20.3922364141,6444000,0,396.00
Mon Feb 06 2017 17:45:00 GMT+0100 (CET),06/02/2017 17:45:00,377.4004704516,-0.9975,21.19545,0.3616666667,8421333.33333333,25.3,22.7333333333,5.2333333333,5.7,0,22.6666666667,36.7,0.615,29.9,23.5,21.1347515755,21.2648224015,21.1722458239,21.2597850578,19.3893865841,20.009024347,20.1946600348,20.4817165388,6444333.33333333,5002,1077.00
Mon Feb 06 2017 18:00:00 GMT+0100 (CET),06/02/2017 18:00:00,1116.8445624699,-1.07065,21.19545,0.3583333333,8422000,29.5333333333,22.6666666667,3.4333333333,0.4,0.025,14.7666666667,46.0333333333,0.6276666667,29.9333333333,23.1,21.1406769425,21.2951154842,21.1536796481,21.1790279071,19.1845823598,19.951072254,20.1944221123,20.1973683452,6445666.66666667,4954.3333333333,2853.67
Mon Feb 06 2017 18:15:00 GMT+0100 (CET),06/02/2017 18:15:00,1180.137349423,-1.1438,21.19212,0.3593333333,8422666.66666666,31.6666666667,23.2666666667,1.9666666667,-1.0666666667,0.0243333333,11.9666666667,47.0333333333,0.6226666667,32.3,25.6333333333,21.1277512221,21.1732904125,21.200057424,21.1534127849,19.1855004671,19.9560667805,20.2559170927,20.2645147019,6446666.66666667,4833.6666666667,3497.00
Mon Feb 06 2017 18:30:00 GMT+0100 (CET),06/02/2017 18:30:00,461.6727723304,-1.32335,21.21543,0.36,8423666.66666666,33.0666666667,24,1.6666666667,-1.2666666667,0.0296666667,11.4,46.9333333333,0.4865,33.2666666667,26.6666666667,21.1461309055,21.1555105539,21.1438281942,21.133164389,19.3103265778,19.9508954611,20.1866445967,20.270620809,6448000,3733.5,3795.33
Mon Feb 06 2017 18:45:00 GMT+0100 (CET),06/02/2017 18:45:00,16.0356687693,-1.40315,21.22209,0.362,8424666.66666666,30.1333333333,24.5,2.8333333333,2.1333333333,0.0023333333,14.5333333333,44.1666666667,0.003,32.5333333333,26.0666666667,21.1442083419,21.1558893491,21.2093526511,21.1433808775,19.3843104842,20.1357993415,20.2761110446,20.4527315184,6448000,21.5,3552.50
Mon Feb 06 2017 19:00:00 GMT+0100 (CET),06/02/2017 19:00:00,16.1539155193,-1.3699,21.22209,0.3626666667,8425000,24.5333333333,24.2333333333,3.6666666667,5.7666666667,0.0233333333,12.1333333333,46.3,0,31.5333333333,24.3333333333,21.1390146843,21.2949795878,21.1966285484,21.2203752602,19.3847744741,20.1451002085,20.2473651596,20.4042080484,6448000,0,152.00
Mon Feb 06 2017 19:15:00 GMT+0100 (CET),06/02/2017 19:15:00,497.0003512721,-1.286775,21.2454,0.3626666667,8425000,24.3666666667,23.4,4.5333333333,5.4666666667,0.0023333333,14.9666666667,43.7666666667,0,30.8333333333,23.9666666667,21.193203264,21.353917018,21.1505211443,21.2812925946,19.5630470755,20.2175944404,20.3839625049,20.3920990708,6448000,0,404.67
Mon Feb 06 2017 19:30:00 GMT+0100 (CET),06/02/2017 19:30:00,1843.8635825228,-1.28345,21.27204,0.3623333333,8425000,23.7,22.9,3.6,1.0666666667,0.001,18.4,41.4333333333,0,30.1666666667,23.8333333333,21.1985336049,21.3601222926,21.1644954509,21.227297536,19.5701774706,20.2494814292,20.4399003344,20.4633913466,6448000,0,337.67
Mon Feb 06 2017 19:45:00 GMT+0100 (CET),06/02/2017 19:45:00,1407.4397307527,-1.3566,21.28203,0.359,8425000,28.5666666667,22.6333333333,2.5,-2.78E-17,0.001,20.8333333333,39.5666666667,0.612,35.1333333333,23.1333333333,21.2008998402,21.3809702661,21.1977924974,21.3772667933,19.4983177651,20.1930320133,20.3206468593,20.3940964231,6448333.33333333,11151,2405.67
Mon Feb 06 2017 20:00:00 GMT+0100 (CET),06/02/2017 20:00:00,1133.373490914,-1.4763,21.29202,0.3593333333,8426000,29.8666666667,23,1.8333333333,-1.1666666667,0,22.3,38.0666666667,0.6056666667,30.2,23.4333333333,21.2232370696,21.5089029234,21.1660200647,21.4158321589,19.5228510273,20.1256374441,20.291715078,20.2553311506,6449333.33333333,4761,2853.00
Mon Feb 06 2017 20:15:00 GMT+0100 (CET),06/02/2017 20:15:00,1194.113653793,-1.4763,21.28869,0.359,8426666.66666666,32.0666666667,23.7333333333,1.2333333333,-1.7,0,23.4666666667,36.9333333333,0.6086666667,32.6333333333,25.9,21.2128852744,21.3899362487,21.2779701903,21.3554562308,19.4167377214,20.140219661,20.3145060548,20.404646605,6450666.66666667,4737.6666666667,3480.33
Mon Feb 06 2017 20:30:00 GMT+0100 (CET),06/02/2017 20:30:00,19.4977548604,-1.446375,21.32532,0.3603333333,8427333.33333333,32.6666666667,24.3666666667,2.0666666667,-0.1333333333,0.0593333333,9.8,50.1666666667,0.001,32.6333333333,26.3666666667,21.2718660132,21.3438744337,21.2873082005,21.3434276206,19.5327988219,20.1352629936,20.5180372618,20.5156961226,6451000,7,3468.67
Mon Feb 06 2017 20:45:00 GMT+0100 (CET),06/02/2017 20:45:00,16.2391852764,-1.5428,21.32865,0.365,8428000,25.0333333333,24.5333333333,3.0333333333,3.9333333333,0.003,12.5,46.7333333333,0.001,31.9333333333,25.6,21.3342538647,21.3555829959,21.4019580831,21.3469938244,19.5642455444,20.1384371819,20.8285888362,20.7701720876,6451000,4.5,354.00
Mon Feb 06 2017 21:00:00 GMT+0100 (CET),06/02/2017 21:00:00,517.6108495834,-1.519525,21.4452,0.3636666667,8428000,24.4666666667,23.8666666667,3.9333333333,4.5666666667,0.3346666667,8.8333333333,49.4,0,31,24.1666666667,21.3406522198,21.3542515111,21.5187340053,21.4840542778,19.6089165104,20.3275884187,20.9109050751,20.7843644118,6451000,0,258.67
Mon Feb 06 2017 21:15:00 GMT+0100 (CET),06/02/2017 21:15:00,1545.9997537153,-1.50955,21.55176,0.3616666667,8428000,24.0666666667,23.1333333333,3,0.2,0.0053333333,12.3,44.9333333333,0,30.3666666667,24,21.3419136648,21.3636780467,21.5527069253,21.551545826,19.6111851937,20.3374125561,21.0301526375,20.7941939022,6451000,0,382.67
Mon Feb 06 2017 21:30:00 GMT+0100 (CET),06/02/2017 21:30:00,1708.3078224804,-1.586025,21.50847,0.362,8428000,23.4,22.9,1.9,-0.6333333333,0.026,12.3333333333,45.3,0,29.3666666667,23.9333333333,21.3535558909,21.4836815641,21.5811866576,21.47297761,19.7192907533,20.356271771,20.979235191,20.7865614063,6451000,0,212.67
Mon Feb 06 2017 21:45:00 GMT+0100 (CET),06/02/2017 21:45:00,1793.9906104286,-1.58935,21.51513,0.3613333333,8428000,23.0333333333,22.6666666667,1.5333333333,-0.8666666667,0.0023333333,15.1666666667,42.8,0,28.4,23.9,21.3296978449,21.5509218097,21.6070283988,21.4812421524,19.5613336257,20.3884008033,20.9769542313,20.842252909,6451000,0,155.33
Mon Feb 06 2017 22:00:00 GMT+0100 (CET),06/02/2017 22:00:00,1636.8893886656,-1.6226,21.49515,0.3603333333,8428000,25.3666666667,22.5666666667,1.4,-0.9,0.001,17.3666666667,40.6666666667,0.612,34.3333333333,23.4,21.3436030905,21.6784386892,21.5390026056,21.4526360843,19.5962946017,20.4736085933,21.0759472645,20.8040333251,6451000,18714,1088.00
Mon Feb 06 2017 22:15:00 GMT+0100 (CET),06/02/2017 22:15:00,1106.6527350045,-1.6891,21.49515,0.3603333333,8429000,29.5333333333,22.7,1.2666666667,-1.6333333333,0.001,19.7666666667,38.9333333333,0.604,29.4,22.5333333333,21.3484054609,21.6033872571,21.556504199,21.3699031268,19.5620402222,20.3380394986,20.9741323415,20.7883467493,6452333.33333333,4818.3333333333,2861.33
Mon Feb 06 2017 22:30:00 GMT+0100 (CET),06/02/2017 22:30:00,1173.9447020474,-1.62925,21.51846,0.361,8429333.33333333,30.8,23.2666666667,0.8666666667,-2,0,21.8,37.7333333333,0.6013333333,31.4333333333,24.9333333333,21.3532507166,21.5321414093,21.5824003792,21.4054020025,19.5654762916,20.2166322529,21.0295156729,20.8431747885,6453666.66666667,4535.3333333333,3146.00
Mon Feb 06 2017 22:45:00 GMT+0100 (CET),06/02/2017 22:45:00,21.7609358573,-1.5162,21.50514,0.3593333333,8430333.33333333,31.8666666667,24.0666666667,1.8,-0.5666666667,0,23.3333333333,36.9,0,32.2333333333,25.6666666667,21.342215169,21.4891448151,21.5452942644,21.3563023126,19.5635747221,20.3304096157,21.023918928,20.9254677234,6454000,0,3249.67
Mon Feb 06 2017 23:00:00 GMT+0100 (CET),06/02/2017 23:00:00,16.1416936851,-1.46965,21.49515,0.3616666667,8431000,25.1,24.2666666667,2.8333333333,3.5,0,24.3333333333,36.1333333333,0,31.3333333333,24.9333333333,21.3393064563,21.5440047732,21.5848156796,21.4743921346,19.6344911897,20.3361031213,21.1034774858,21.0700893385,6454000,0,370.00
Mon Feb 06 2017 23:15:00 GMT+0100 (CET),06/02/2017 23:15:00,16.3320776081,-1.6093,21.49182,0.3633333333,8431000,24.2666666667,23.8,4.1,6.3666666667,0,25.1,35.5,0,30.5,24.1,21.3339184987,21.3800008657,21.5489726672,21.3525583494,20.0290473334,20.3456232632,21.2784361555,21.0529784561,6454000,0,194.00
Mon Feb 06 2017 23:30:00 GMT+0100 (CET),06/02/2017 23:30:00,16.2598642212,-1.40315,21.48516,0.3633333333,8431000,23.9333333333,23.1333333333,5.6666666667,7.9,0,25.6333333333,34.9,0,29.9,23.9333333333,21.1552745793,21.356031427,21.5594419109,21.364032854,20.3158554244,20.3489799134,21.1902388807,21.0565459482,6454000,0,335.00
Mon Feb 06 2017 23:45:00 GMT+0100 (CET),06/02/2017 23:45:00,1124.7315546539,-1.463,21.48516,0.361,8431000,27.4666666667,22.9333333333,5.0333333333,3.6333333333,0,26,34.3666666667,0.616,29.9666666667,23.3,21.1456695471,21.3784148107,21.5922193426,21.478927615,20.5895427234,20.3474933727,21.1837119506,21.0526847449,6454666.66666667,5143.5,1888.33
Tue Feb 07 2017 00:00:00 GMT+0100 (CET),07/02/2017 00:00:00,1159.5792143928,-1.46965,21.48183,0.3576666667,8432000,30.6333333333,23.5,2.5333333333,-0.5333333333,0,26.3,33.9333333333,0.6193333333,31.3,24.6333333333,21.1289737424,21.4822410256,21.5430949892,21.41791303,20.6320173477,20.3467526231,21.2598781882,21.0563036693,6455666.66666667,4788,2947.00
Tue Feb 07 2017 00:15:00 GMT+0100 (CET),07/02/2017 00:15:00,822.7997366492,-1.479625,21.48849,0.3596666667,8432666.66666666,32.9666666667,24.4333333333,1.6666666667,-1.2666666667,0,26.5666666667,33.6,0.616,33.3,26.7333333333,21.1417545413,21.4021934375,21.6080299303,21.4731064391,20.7891647395,20.3988141392,21.1797273984,21.0520818335,6457000,4719,3550.67
Tue Feb 07 2017 00:30:00 GMT+0100 (CET),07/02/2017 00:30:00,16.0915673166,-1.433075,21.61836,0.3626666667,8433666.66666666,31.2666666667,25.0333333333,2.7666666667,1.2333333333,0,26.9,33.2333333333,0.001,32.9333333333,26.7,21.1354327016,21.3068464558,21.5609608871,21.5643582371,20.7667898943,20.473269151,21.2243096307,21.1712788653,6457000,8,2667.67
Tue Feb 07 2017 00:45:00 GMT+0100 (CET),07/02/2017 00:45:00,16.182509511,-1.426425,21.53511,0.3643333333,8434000,25.2,24.9333333333,3.5666666667,5.3333333333,0,27.0666666667,32.9333333333,0,32.2,25.7,21.132458399,21.348571162,21.5475483622,21.5553778312,20.7822771182,20.5503911427,21.4098747951,21.1842713551,6457000,0,119.67
Tue Feb 07 2017 01:00:00 GMT+0100 (CET),07/02/2017 01:00:00,16.1404790028,-1.326675,21.52845,0.3626666667,8434000,25.0666666667,23.9333333333,4.7666666667,7.5666666667,0,27.2333333333,32.7,0,31.3,24.8,21.1454486127,21.3442590297,21.5855614667,21.5546158593,20.8007102913,20.6112156563,21.3700839365,21.3447224594,6457000,0,481.33
Tue Feb 07 2017 01:15:00 GMT+0100 (CET),07/02/2017 01:15:00,16.1363893575,-1.486275,21.54177,0.362,8434000,24.3333333333,23.5,6.3,8.7666666667,0,27.3,32.4333333333,0,30.5333333333,24.4,21.1271572491,21.3528274289,21.6016101613,21.5508585864,20.8192737252,20.6469507688,21.462892903,21.3773928944,6457000,0,365.00
Tue Feb 07 2017 01:30:00 GMT+0100 (CET),07/02/2017 01:30:00,750.3469526415,-1.5295,21.54177,0.359,8434000,27.3666666667,23.2333333333,5.5333333333,4.2666666667,0,27.4333333333,32.3,0.625,30.3,23.6333333333,21.1436566725,21.2432294896,21.5989582181,21.5547883608,20.7670350694,20.5905701207,21.3084691457,21.3291223554,6457666.66666667,5230.5,1702.00
Tue Feb 07 2017 01:45:00 GMT+0100 (CET),07/02/2017 01:45:00,1159.2693221989,-1.4763,21.53511,0.36,8435000,30.7,23.7,3.0666666667,-0.1,0,27.4,32.0333333333,0.6276666667,31.2,24.6,21.1381984947,21.361919614,21.6601761485,21.5550167297,20.9738190244,20.5388850925,21.2578493324,21.2420707812,6458666.66666667,4850.3333333333,2928.67
Tue Feb 07 2017 02:00:00 GMT+0100 (CET),07/02/2017 02:00:00,820.9185769972,-1.406475,21.54177,0.3606666667,8435666.66666666,33.0666666667,24.5333333333,1.9666666667,-0.9666666667,0,27.5,31.9333333333,0.622,33.4,26.8,21.139683995,21.3618372898,21.5933227935,21.5616856826,20.9854019924,20.5285514399,21.3047455614,21.1878603449,6460000,4797,3560.33
Tue Feb 07 2017 02:15:00 GMT+0100 (CET),07/02/2017 02:15:00,17.529767583,-1.5162,21.54843,0.362,8436333.33333333,31.6,25.0666666667,3,1.5333333333,0,27.6666666667,31.8,0,33.1,26.8,21.1408178489,21.4223632478,21.5498111804,21.6433654061,20.9553230861,20.5991069637,21.3667371984,21.3569349869,6460000,0,2727.00
Tue Feb 07 2017 02:30:00 GMT+0100 (CET),07/02/2017 02:30:00,16.2053463722,-1.5162,21.55842,0.3646666667,8437000,25.3,25.0333333333,3.7333333333,5.6666666667,0,27.7333333333,31.6333333333,0,32.3,25.9333333333,21.1272961934,21.3082012959,21.6972256594,21.5684520478,20.9835566892,20.7152966987,21.3757879142,21.4463390344,6460000,0,107.33
Tue Feb 07 2017 02:45:00 GMT+0100 (CET),07/02/2017 02:45:00,16.238115907,-1.519525,21.56841,0.3606666667,8437000,25.2,24.1333333333,4.7,7.7,0,27.8,31.5333333333,0,31.4,25,21.1411755353,21.3613837079,21.6094206966,21.5551079188,20.9472652502,20.7372032456,21.6183901052,21.5226578498,6460000,0,459.67
Tue Feb 07 2017 03:00:00 GMT+0100 (CET),07/02/2017 03:00:00,16.2241757416,-1.5162,21.56175,0.363,8437000,24.5,23.6,6.1,8.7666666667,0,27.8333333333,31.4333333333,0,30.6666666667,24.6,21.1462800111,21.351061981,21.7158289761,21.5554521928,20.9721141399,20.7345988917,21.3730883809,21.3808705241,6460000,0,379.00
Tue Feb 07 2017 03:15:00 GMT+0100 (CET),07/02/2017 03:15:00,751.2802907973,-1.37655,21.58839,0.3616666667,8437000,25.6666666667,23.3666666667,6.4666666667,7,0,27.7333333333,31.3,0.618,30.2333333333,24.0666666667,21.1332407924,21.355040537,21.7432500289,21.5554335702,20.9853540347,20.7204390676,21.3966783608,21.4542465006,6460333.33333333,4581.5,959.67
Tue Feb 07 2017 03:30:00 GMT+0100 (CET),07/02/2017 03:30:00,1140.5890845081,-1.36325,21.56841,0.3606666667,8437666.66666666,30.4,23.5,3.8333333333,0.6666666667,0,27.7,31.2333333333,0.63,30.9666666667,24.0666666667,21.1319220505,21.3465443899,21.7332806968,21.5518681136,20.9826509355,20.5493693351,21.4319024923,21.3255164842,6461666.66666667,5026.6666666667,2877.33
Tue Feb 07 2017 03:45:00 GMT+0100 (CET),07/02/2017 03:45:00,1212.3054170346,-1.313375,21.57174,0.3586666667,8438333.33333333,32.8333333333,24.4333333333,2.2,-0.7666666667,0,27.7666666667,31.1666666667,0.6276666667,33.3,26.6333333333,21.1284067718,21.3824147726,21.7318487853,21.5543714224,20.9573056635,20.5597649734,21.3677201375,21.4477772783,6462666.66666667,4857.6666666667,3471.00
Tue Feb 07 2017 04:00:00 GMT+0100 (CET),07/02/2017 04:00:00,19.36590503,-1.38985,21.59838,0.3606666667,8439333.33333333,33.0333333333,25.1,3.0333333333,1.2,0,27.8666666667,31.0666666667,0.002,33.3,27.0333333333,21.1481163151,21.5154005187,21.7568527891,21.5694710048,20.9808547434,20.7410685574,21.5536861259,21.446427164,6463000,18,3324.33
Tue Feb 07 2017 04:15:00 GMT+0100 (CET),07/02/2017 04:15:00,16.1076031931,-1.393175,21.60504,0.3656666667,8440000,25.3333333333,25.1666666667,3.7,5.2666666667,0,27.9,31.0333333333,0,32.4333333333,26.1333333333,21.1566438383,21.4147404197,21.8003782877,21.7155039295,20.9700383256,20.7527223412,21.5717005441,21.632684601,6463000,0,80.00
Tue Feb 07 2017 04:30:00 GMT+0100 (CET),07/02/2017 04:30:00,16.0808177463,-1.44305,21.6117,0.3626666667,8440000,25.3666666667,24.3666666667,4.5333333333,7.6,0,27.9,30.9333333333,0,31.6333333333,25.2,21.140850645,21.3523854283,21.7395820925,21.7396770951,20.9486580382,20.7976662963,21.5804377316,21.5889237689,6463000,0,408.67
Tue Feb 07 2017 04:45:00 GMT+0100 (CET),07/02/2017 04:45:00,16.0238795751,-1.38985,21.63834,0.3636666667,8440000,24.7333333333,23.7333333333,5.7,8.7,0,27.9,30.9,0,30.8333333333,24.7,21.1262584486,21.3628613785,21.774930147,21.7220200827,20.9988553542,20.8542312412,21.6462192715,21.6528389654,6463000,0,413.00
Tue Feb 07 2017 05:00:00 GMT+0100 (CET),07/02/2017 05:00:00,16.0564491137,-1.439725,21.63834,0.3616666667,8440000,23.9333333333,23.5,7.0666666667,9.7,0,27.8666666667,30.8333333333,0,30.1,24.4666666667,21.1992198069,21.3556182423,21.8050347901,21.6754421088,20.9900972784,20.8528314435,21.5167641835,21.5915877025,6463000,0,186.67
Tue Feb 07 2017 05:15:00 GMT+0100 (CET),07/02/2017 05:15:00,1118.2930638884,-1.373225,21.63168,0.36,8440000,29.8333333333,23.3666666667,4.6,1.4,0,27.7333333333,30.7333333333,0.6286666667,30.5333333333,23.4,21.2615527729,21.3683575034,21.7523643366,21.7372871167,21.0434896462,20.7699987625,21.4387647307,21.4733265536,6464333.33333333,5187.3333333333,2702.67
Tue Feb 07 2017 05:30:00 GMT+0100 (CET),07/02/2017 05:30:00,1188.4089317412,-1.313375,21.63834,0.359,8441000,31.9,24.1,2.8333333333,-0.2333333333,0,27.7,30.7,0.633,32.5666666667,26,21.2095270926,21.3515879023,21.7747574703,21.7303745114,21.0533362177,20.7349202642,21.4928945032,21.4555116738,6465333.33333333,4821.6666666667,3230.33
Tue Feb 07 2017 05:45:00 GMT+0100 (CET),07/02/2017 05:45:00,424.0936101061,-1.2901,21.63834,0.3566666667,8442000,33.4,24.5,2.6333333333,-0.1333333333,0,27.7666666667,30.7,0.621,33.6333333333,27.0333333333,21.2085210173,21.3803393268,21.796583951,21.7376718636,21.1378085029,20.7368652902,21.5083406668,21.5853280588,6466000,4766,3669.67
Tue Feb 07 2017 06:00:00 GMT+0100 (CET),07/02/2017 06:00:00,15.9653822246,-1.459675,21.66831,0.3593333333,8442666.66666666,28,24.9666666667,3.5,3.9333333333,0,27.8,30.6,0.002,32.8,26.5,21.1291423311,21.4922113428,21.7457430878,21.8184447125,21.0240508632,20.7997639146,21.5821668656,21.6538116792,6466000,12,1897.50
Tue Feb 07 2017 06:15:00 GMT+0100 (CET),07/02/2017 06:15:00,16.2254290431,-1.472975,21.67497,0.361,8443000,25.1666666667,24.7333333333,4.2,6.9666666667,0,27.8,30.6,0,32,25.4,21.1534927504,21.4132631516,21.746899776,21.7787892866,20.729397927,20.9354327311,21.6479973619,21.5978957138,6466000,0,168.33
Tue Feb 07 2017 06:30:00 GMT+0100 (CET),07/02/2017 06:30:00,16.0604022812,-1.53615,21.69495,0.3556666667,8443000,24.8666666667,23.7666666667,5.1333333333,8.2,0,27.8,30.5,0,31.1666666667,24.7666666667,21.346903587,21.3676231348,21.7997876444,21.7339325839,20.4989307295,20.9275741655,21.6404589292,21.7782184814,6466000,0,468.33
Tue Feb 07 2017 06:45:00 GMT+0100 (CET),07/02/2017 06:45:00,15.9285902446,-1.439725,21.69495,0.3586666667,8443000,24,23.4333333333,6.2,9.1333333333,0,27.7333333333,30.5333333333,0,30.3666666667,24.4,21.3549775072,21.3615571379,21.7398349527,21.7327580441,20.3979109959,20.7989517859,21.579443836,21.5955800482,6466000,0,243.33
Tue Feb 07 2017 07:00:00 GMT+0100 (CET),07/02/2017 07:00:00,1111.47975899,-1.5029,21.68829,0.3553333333,8443000,28.9333333333,23.2,4.7333333333,1.5666666667,0.1366666667,10.2333333333,47.0333333333,0.6276666667,30.7,23.3666666667,21.3375496787,21.4212729388,21.7700495218,21.7347618358,20.1979168458,20.7333061672,21.6378375529,21.6244289374,6466666.66666667,5342.3333333333,2340.00
Tue Feb 07 2017 07:15:00 GMT+0100 (CET),07/02/2017 07:15:00,1441.7144442022,-1.519525,21.72159,0.3566666667,8444000,30.6333333333,23.7,3.0666666667,0.1333333333,0.006,9.8333333333,45.6666666667,0.629,31.5333333333,24.9333333333,21.4029325903,21.4190581116,22.0016586971,21.7329417909,20.0735250326,20.7378520849,21.5752844564,21.4567961119,6468000,4816,2870.33
Tue Feb 07 2017 07:30:00 GMT+0100 (CET),07/02/2017 07:30:00,1804.6862057445,-1.506225,21.73824,0.356,8444000,27.1333333333,24.4333333333,2.1666666667,-0.2666666667,0.0336666667,10.7,46.1333333333,0,31.3,25.1666666667,21.5226853671,21.5504542356,21.8662016567,21.7345902552,19.977686927,20.7280795056,21.583820157,21.5865633392,6468000,0,1713.00
Tue Feb 07 2017 07:45:00 GMT+0100 (CET),07/02/2017 07:45:00,1663.9955666739,-1.6492,21.77154,0.3516666667,8444333.33333333,27.8,24.3333333333,1.8333333333,-0.4333333333,0.0296666667,11.0666666667,48.0333333333,0.631,32.0666666667,24.7,21.7317823982,21.5831190241,21.9897900933,21.7991932242,19.9882036975,20.7373051795,21.6586269884,21.5923617971,6468000,8197,2157.50
Tue Feb 07 2017 08:00:00 GMT+0100 (CET),07/02/2017 08:00:00,1188.7478397903,-1.54945,21.82482,0.357,8445000,30.7666666667,23.6666666667,1.6333333333,-1.3,0.3313333333,9.7333333333,49.6,0.422,30.6666666667,24,21.7212119276,21.712842701,21.9828706276,22.0101532623,19.8052637919,20.752026889,21.5767372398,21.594556499,6469333.33333333,3320,2924.67
Tue Feb 07 2017 08:15:00 GMT+0100 (CET),07/02/2017 08:15:00,1512.8656274334,-1.6891,21.97467,0.3586666667,8446000,30.1666666667,24.6666666667,1.2,-1.5,0.0346666667,9.7666666667,47.8,0,30.1,24.2333333333,21.7275060081,21.7242190053,21.9237894861,22.1912608266,19.8006361377,20.8050230767,21.4392313664,21.3851378522,6470000,0,2313.33
Tue Feb 07 2017 08:30:00 GMT+0100 (CET),07/02/2017 08:30:00,1666.8490894946,-1.752275,21.92139,0.3606666667,8446000,24.8666666667,24.8,1.0333333333,-1.5,0.0366666667,10.3666666667,46.4666666667,0,29.3666666667,24.1,21.7446615046,21.7554286276,21.9897921496,22.0663044319,19.7732462585,20.8543295364,21.4289003816,21.4496727118,6470000,0,55.50
