Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld,sup,Tbld,ret,Tout,sup,Tout,ret,F hw,Thw in,c,Thw out,Fhp,Thp,sup,Thp,ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
Sat Mar 04 2017 21:30:00 GMT+0100 (CET),26.22,3.17205,23.16681,0.3543333333,9006000,22.9,22.7333333333,3.2,0.3666666667,52,10.0666666667,32.3333333333,0,28.6,23.9,22.3239265769,22.3292933335,22.1866723472,22.7364469708,20.3579806047,21.3142204434,22.0361993416,21.9652913695,7032000,0,78.67,,,,,,,
Sat Mar 04 2017 21:45:00 GMT+0100 (CET),20.33,3.10555,23.07357,0.3563333333,9006000,22.8333333333,22.6666666667,2.4,,0.2666666667,0.0026666667,13.7333333333,31.5333333333,0,27.8333333333,24.0333333333,22.3294410472,22.3290107513,22.1297385805,22.7284176236,20.3673676448,21.3227227045,22.1530304382,21.9687144593,7032000,0,61.00,,,,,,
Sat Mar 04 2017 22:00:00 GMT+0100 (CET),17.78,2.9526,23.07024,0.3523333333,9006000,22.8333333333,22.7333333333,1.9,,0.6333333333,0.0013333333,16.4333333333,30.9,0,27.2333333333,24.1333333333,22.3240213419,22.3336002842,22.181896651,22.7235357525,20.4056070056,21.3130178104,22.2186085314,22.0440896009,7032000,0,53.33,,,,,,
Sat Mar 04 2017 22:15:00 GMT+0100 (CET),15.78,3.09225,23.05026,0.3553333333,9006000,22.8,22.7,1.6666666667,,0.7333333333,1,18.6,30.4333333333,0,26.7333333333,24.3,22.3064597966,22.4526305366,22.1462067989,22.7724383348,20.4039441846,21.3240358046,22.1861279182,21.9755243343,7032000,0,47.33,,,,,,
Sat Mar 04 2017 22:30:00 GMT+0100 (CET),405.89,3.248525,23.04027,0.3546666667,9006000,25.6,22.6666666667,1.5333333333,,0.8333333333,1,20.6,30.0333333333,629,27.6333333333,23.7333333333,22.3199086329,22.3879947441,22.1316371702,22.7720305358,20.2550784134,21.3100253712,22.145224927,22.0195895744,7032000,5517,1217.67,,,,,,
Sat Mar 04 2017 22:45:00 GMT+0100 (CET),865.44,3.3782,23.0103,352,9007000,29.1666666667,22.8,1.4,,1.4666666667,0,22.4333333333,30.1666666667,617,29.1666666667,22.7,22.3225766246,22.3312343118,22.18912873,22.7277128081,20.240211615,21.3131999318,22.2104895962,21.9764454608,7032666.66666667,4624.3333333333,2596.33,,,,,,
Sat Mar 04 2017 23:00:00 GMT+0100 (CET),886.56,3.494575,22.97034,351,9007333.33333333,30.4666666667,23.9333333333,1.0666666667,,1.4333333333,0,23.9333333333,30.5666666667,603,31.6,25.2333333333,22.3216739409,22.3312754925,22.1239893602,22.6092346426,20.2985752799,21.311826045,22.2101965007,22.0352715199,7033000,4514,2659.67,,,,,,
Sat Mar 04 2017 23:15:00 GMT+0100 (CET),351.83,3.448025,22.98699,0.3566666667,9008000,26.1333333333,24.5,1.3,,0.7666666667,0,25.2666666667,31.0666666667,0,31,25.2666666667,22.2437381651,22.3314827224,22.1393330146,22.5442233953,20.555893684,21.4613291128,22.1525102339,21.9741971539,7033000,0,1055.50,,,,,,
Sat Mar 04 2017 23:30:00 GMT+0100 (CET),138.78,3.5112,22.98699,0.3553333333,9008000,24.8666666667,23.8333333333,2.7,1.8666666667,0,26.4,31.3666666667,0.0093333333,44.0333333333,24.2666666667,22.1465190045,22.2638588404,21.9473950068,22.6075338471,20.846985897,21.5208472879,22.2390866493,22.1623413358,7033666.66666667,205.6666666667,416.33,,,,,,,
Sat Mar 04 2017 23:45:00 GMT+0100 (CET),94.56,3.38485,22.99365,0.3536666667,9008000,24.1666666667,23.4666666667,3.9333333333,6.1333333333,0,27.9333333333,31.8,1,44.5,24.2,22.1975708196,22.2618624721,21.9850507599,22.5525337004,20.968519317,21.5205440269,22.2304394582,22.1643575226,7034000,20,283.67,,,,,,,
Sun Mar 05 2017 00:00:00 GMT+0100 (CET),57.33,3.368225,22.96368,0.3493333333,9008000,23.6333333333,23.2333333333,5.5666666667,8.5666666667,0,28.7333333333,32.0333333333,0,42.2,24.2666666667,22.1402529064,22.152680277,22.0337522803,22.5337797965,21.1934984083,21.5272787145,22.2265319705,22.2283615245,7034000,0,172.00,,,,,,,
Sun Mar 05 2017 00:15:00 GMT+0100 (CET),45.22,3.2984,22.94703,0.3476666667,9008000,23.4,23.0333333333,7.1333333333,10,0,29.0333333333,32.2333333333,0,39.3333333333,24.3666666667,22.120436667,22.1428343051,21.9403821685,22.5447654492,21.2878636927,21.4803974328,22.1861991662,22.0422585364,7034000,0,135.67,,,,,,,
Sun Mar 05 2017 00:30:00 GMT+0100 (CET),582.44,3.27845,22.96368,0.3466666667,9008333.33333333,27.3333333333,23,5.8333333333,4.7666666667,0,29.2333333333,32.3333333333,624,32.7,23.4666666667,22.1228462435,22.1473068223,21.9463956217,22.5464499922,21.3420636874,21.3614758519,22.2500277886,22.1093737608,7034000,5297,1747.33,,,,,,,
Sun Mar 05 2017 00:45:00 GMT+0100 (CET),866.22,3.35825,22.9104,0.3476666667,9009000,30.8,24.4,3.2,0.2,0,29.1666666667,32.4,0.6266666667,31.4666666667,24.9,22.1125317314,22.146579152,21.9829067381,22.6183176789,21.5624729108,21.5535236849,22.1593534665,22.035710267,7035333.33333333,4767,2598.67,,,,,,,
Sun Mar 05 2017 01:00:00 GMT+0100 (CET),1026.44,3.3383,22.88709,0.3413333333,9009666.66666666,32.9333333333,25.1666666667,3.0333333333,0.5,0,29.1666666667,32.4,623,33.2333333333,26.8,22.0397881968,22.2287243645,21.9318450614,22.5355238171,21.5550838557,21.6370090164,22.1549861138,22.1479349429,7036000,4792,3079.33,,,,,,,
Sun Mar 05 2017 01:15:00 GMT+0100 (CET),298.67,3.37155,22.89042,0.3503333333,9010000,27.8666666667,25.6,3.9,4.7,0,29.2,32.4,0,32.6,26.6,21.9911993383,22.2159064187,21.9767366472,22.5118068494,21.567453528,21.6385913638,22.2130143209,22.0430206791,7036000,0,896.00,,,,,,,
Sun Mar 05 2017 01:30:00 GMT+0100 (CET),202.11,3.035725,22.89042,0.3486666667,9010000,25.8333333333,24.3333333333,4.7,7.6333333333,0,29.1333333333,32.4,0,32.1333333333,26.3,21.92833425,22.1580261696,21.9389835683,22.5431118563,21.5852918662,21.591635899,22.1491974091,22.0513798809,7036000,0,606.33,,,,,,,
Sun Mar 05 2017 01:45:00 GMT+0100 (CET),118.89,2.769725,22.8771,0.3483333333,9010333.33333333,24.9333333333,24.0333333333,5.7,8.8333333333,0,29.2,32.4,0,31.4666666667,25.9666666667,21.9394421878,22.1510888443,21.9268422187,22.5462422724,21.7447309522,21.5494449856,22.1615369286,21.984061753,7036000,0,356.67,,,,,,,
Sun Mar 05 2017 02:00:00 GMT+0100 (CET),79.22,2.6334,22.86045,0.3473333333,9011000,24.2,23.6,7,9.9,0,29.2,32.3333333333,0,30.7666666667,25.7,21.9546317552,22.1457874546,21.9933916652,22.6041268099,21.7945784391,21.5256411374,22.2330399777,22.0486952562,7036000,0,237.67,,,,,,,
Sun Mar 05 2017 02:15:00 GMT+0100 (CET),53.78,2.483775,22.8438,0.3483333333,9011000,23.8333333333,23.4666666667,8.3333333333,10.9333333333,0,29.2333333333,32.3,0,30.1,25.6333333333,21.9672496457,22.151222258,21.9943990171,22.5566886453,21.7569745655,21.5236210625,22.1628934948,21.987867984,7036000,0,161.33,,,,,,,
Sun Mar 05 2017 02:30:00 GMT+0100 (CET),291.44,2.3674,22.8438,0.3446666667,9011000,25.4666666667,23.2666666667,8.1666666667,8.6666666667,0,29.2333333333,32.3,635,29.8,24.8666666667,21.9875336273,22.1958332277,21.9672495021,22.5367121713,21.7527506743,21.5215525053,22.1523710729,22.0674924126,7036000,5173,874.33,,,,,,,
Sun Mar 05 2017 02:45:00 GMT+0100 (CET),886.22,2.1812,22.83714,0.3456666667,9011000,30.4,23.7666666667,4.4,1.2666666667,0,29.2,32.2333333333,635,31.1,24.3,22.1238192024,22.2605199557,21.9297173435,22.5263861157,22.1449099107,21.5225795251,22.2740930656,21.9737780556,7037333.33333333,4994.3333333333,2658.67,,,,,,,
Sun Mar 05 2017 03:00:00 GMT+0100 (CET),1159.11,2.04155,22.80384,0.3546666667,9012000,32.9,24.4333333333,3.0333333333,0.1,0,29.2,32.2,632,33.3,26.8,21.9469474185,22.155781011,21.9671810137,22.5446914302,22.1801280806,21.5225309072,22.1742521388,22.0501667917,7038666.66666667,4842.5,3477.33,,,,,,,
Sun Mar 05 2017 03:15:00 GMT+0100 (CET),820.11,2.004975,22.81716,0.3566666667,9013000,30.8,24.8666666667,3.9,3.1333333333,0,29.3,32.1666666667,0,33.0666666667,27.1,22.0072500572,22.1460466839,21.978630105,22.6225200004,22.1823547396,21.5228935323,22.1722360429,22.0476207863,7039000,0,2460.33,,,,,,,
Sun Mar 05 2017 03:30:00 GMT+0100 (CET),36.67,1.925175,22.80717,0.3566666667,9013000,25.1333333333,25.1666666667,4.5,6.9666666667,0,29.3333333333,32.1,0,32.4,26.6666666667,21.9200301919,22.15089008,21.924061705,22.5458713135,22.1613432512,21.5390428052,22.2434542684,22.1740067855,7039000,0,110.00,,,,,,,
Sun Mar 05 2017 03:45:00 GMT+0100 (CET),146.78,1.792175,22.82049,0.3463333333,9013000,25.1666666667,24.0666666667,5.1333333333,8.3666666667,0,29.4,32.0666666667,0,31.7333333333,26.3333333333,22.0682777795,22.1477463339,21.9640367758,22.5325494269,22.1525753316,21.7115263847,22.2914979109,22.2228756411,7039000,0,440.33,,,,,,,
Sun Mar 05 2017 04:00:00 GMT+0100 (CET),74.22,1.719025,22.81383,347,9013000,24.4333333333,23.8333333333,6.0333333333,9.1666666667,0,29.3333333333,32,0,31,26,22.0764567848,22.227025322,21.9561735837,22.5431637503,22.2611679393,21.5382069415,22.3636047697,22.1868404454,7039000,0,222.67,,,,,,,
Sun Mar 05 2017 04:15:00 GMT+0100 (CET),61.22,1.57605,22.82715,0.3493333333,9013000,24,23.5666666667,7.2666666667,10.1666666667,0,29.3333333333,32,0,30.3,25.8,22.1328210964,22.2154179985,21.8748920824,22.571951657,22.3049428695,21.5839755115,22.435694233,22.2420392473,7039000,0,183.67,,,,,,,
Sun Mar 05 2017 04:30:00 GMT+0100 (CET),760.33,1.49625,22.80384,0.3466666667,9013333.33333333,29.4333333333,23.7333333333,5.1,2.1,0,29.2666666667,31.9,0.6376666667,30.7666666667,23.6333333333,22.054481035,22.1507670338,21.9784390489,22.5829240141,22.3534165913,21.5228597251,22.3486814658,22.1675786026,7039333.33333333,5309,2281.00,,,,,,,
Sun Mar 05 2017 04:45:00 GMT+0100 (CET),935.22,1.48295,22.78719,0.3353333333,9014000,32.2333333333,24.9666666667,3.3333333333,0.55,0,29.2,31.8666666667,0.6336666667,32.9666666667,26.5,22.0633043654,22.149357434,21.9813356643,22.5436646718,22.3346450628,21.5212197093,22.2115370874,22.2193126699,7040666.66666667,4735.6666666667,2805.67,,,,,,,
Sun Mar 05 2017 05:00:00 GMT+0100 (CET),1043.44,1.426425,22.78719,0.3476666667,9015000,33.5666666667,25.8333333333,3.5333333333,1.3666666667,0,29.3666666667,31.8,2,33.9333333333,27.6666666667,22.0522496769,22.1475140569,21.8151838278,22.5433273942,22.3364337007,21.6012459092,22.3483823434,22.1683580498,7041000,16,3130.33,,,,,,,
Sun Mar 05 2017 05:15:00 GMT+0100 (CET),262.44,1.40315,22.79718,0.3503333333,9015000,27.8666666667,26.0666666667,4.3,5.7666666667,0,29.4,31.8,0,33.1333333333,27.2333333333,22.1248419383,22.1490353783,21.8312412096,22.5423761313,22.3630369526,21.7015571104,22.337299254,22.2274721987,7041000,0,787.33,,,,,,,
Sun Mar 05 2017 05:30:00 GMT+0100 (CET),217.22,1.3699,22.79052,0.3496666667,9016000,26.4,24.8333333333,4.9333333333,8.0333333333,0,29.3333333333,31.7,0,32.4666666667,26.5,22.114859719,22.2143739164,21.8036071074,22.5943578079,22.353827495,21.7022985627,22.2202336111,22.1696479597,7041000,0,651.67,,,,,,,
Sun Mar 05 2017 05:45:00 GMT+0100 (CET),113.67,1.5162,22.78386,0.35,9016000,25.2666666667,24.4666666667,5.7,8.8333333333,0,29.3666666667,31.7,0,31.8333333333,26.2,22.1198758923,22.2568644314,21.7641091114,22.5676335234,22.3990722321,21.7024353371,22.3088722488,22.2255312643,7041000,0,341.00,,,,,,,
Sun Mar 05 2017 06:00:00 GMT+0100 (CET),91.44,1.72235,22.79385,0.3496666667,9016000,24.6,23.9666666667,6.7,9.7666666667,0,29.4,31.6666666667,0,31.1333333333,25.9333333333,22.1327687517,22.1543431143,21.7486479454,22.5419882177,22.3445684624,21.7083354901,22.1782371682,21.981830404,7041000,0,274.33,,,,,,,
Sun Mar 05 2017 06:15:00 GMT+0100 (CET),369.67,1.66915,22.79052,0.3463333333,9016000,26.6666666667,23.7666666667,6.0333333333,5.5333333333,0,29.3333333333,31.6,0.6365,31.1333333333,24.5666666667,22.1423101114,22.1418316923,21.7921712751,22.541299821,22.0313474572,21.6055227526,22.1660323175,22.0414575924,7041333.33333333,5498.5,1109.00,,,,,,,
Sun Mar 05 2017 06:30:00 GMT+0100 (CET),906.67,1.752275,22.78386,0.3486666667,9016333.33333333,31.2333333333,24.5,4.1333333333,1.1666666667,0,29.2666666667,31.5333333333,0.6356666667,31.8,25.0666666667,22.1996569649,22.2783709912,21.7956932231,22.5449805603,21.6461755912,21.5380417182,22.2224305598,21.9857452147,7042666.66666667,4948.6666666667,2720.00,,,,,,,
Sun Mar 05 2017 06:45:00 GMT+0100 (CET),1080.22,1.812125,22.78719,0.3473333333,9017000,33.6666666667,25.6333333333,3.0666666667,0.2333333333,0,29.3,31.5,0.6295,34.2666666667,27.7333333333,22.3056628679,22.3324644723,21.7407877651,22.6158399633,21.4284685181,21.603719694,22.2016818136,22.0242431964,7043666.66666667,4788.5,3240.67,,,,,,,
Sun Mar 05 2017 07:00:00 GMT+0100 (CET),695.78,1.865325,22.78719,0.3513333333,9018000,31.4333333333,26.2666666667,4,3.6,0.2186666667,9.1666666667,47.8666666667,0,34.0666666667,27.8,22.3304935981,22.4007267666,21.8271263541,22.5325079921,21.2926687713,21.7312603127,22.1538456048,21.9844750022,7044000,0,2087.33,,,,,,,
Sun Mar 05 2017 07:15:00 GMT+0100 (CET),141.11,1.8487,22.83714,354,9018000,26.5666666667,25.5333333333,4.2,3.0666666667,84,8.1666666667,46.8,1,33.0333333333,26.6666666667,22.3213857907,22.4131874215,21.9805985085,22.538609944,21.1817454378,21.8129249371,22.1799926624,22.1128266651,7044000,4,423.33,,,,,,,
Sun Mar 05 2017 07:30:00 GMT+0100 (CET),187.11,1.73565,22.85379,0.3456666667,9018000,26.1666666667,24.7666666667,2.9333333333,0.4333333333,0.0453333333,10.0666666667,46.2,0,32.0333333333,26.3,22.3244772925,22.3302796847,21.9241235562,22.5400821002,21.1533225102,21.8258224167,22.2131876333,22.09605778,7044000,0,561.33,,,,,,,
Sun Mar 05 2017 07:45:00 GMT+0100 (CET),88.78,1.92185,22.86711,351,9018000,25.0333333333,24.4,2.2666666667,0,0.0526666667,10.2333333333,47.6666666667,0,31.0333333333,26.2333333333,22.3028578244,22.3268431747,21.9862128516,22.5269409092,21.0087374624,21.8467168762,22.1613243096,22.1748339628,7044000,0,266.33,,,,,,,
Sun Mar 05 2017 08:00:00 GMT+0100 (CET),81.22,1.938475,22.91373,341,9018000,24.6666666667,24.0333333333,2.3666666667,0.6,297,9.0333333333,49.3666666667,0.0065,31.7333333333,25.5666666667,22.323999057,22.3322363834,22.0198101979,22.7003534101,20.9600737064,21.8148283657,22.1890370771,21.9861610552,7044000,73.5,243.67,,,,,,,
Sun Mar 05 2017 08:15:00 GMT+0100 (CET),411.33,1.945125,23.00031,0.3396666667,9019000,26.1333333333,24.1333333333,2.7,1.3,0.3476666667,8.3,45.8,2,42.1,24.1333333333,22.3227658428,22.3764804063,21.9350180274,23.0679180148,20.969871393,21.5912915844,22.0548639768,21.9631315142,7044000,47,1234.00,,,,,,,
Sun Mar 05 2017 08:30:00 GMT+0100 (CET),40.11,2.131325,22.9437,0.3393333333,9019000,24.2,23.8666666667,1.9666666667,,0.7333333333,0.0466666667,9.8333333333,40.0666666667,0,39.1333333333,24.1666666667,22.3222100142,22.4451168255,22.0883899464,22.7866554308,20.9838524511,21.464914248,21.9652349533,21.78251556,7044000,0,120.33,,,,,,
Sun Mar 05 2017 08:45:00 GMT+0100 (CET),53.11,2.270975,22.99365,319,9019000,24,23.5333333333,1.5,,1.2,0.0536666667,10.3333333333,39.1,0,36.7,24.2,22.3043339488,22.333874404,22.1876671426,22.724331317,20.8290569005,21.523563507,21.9609956125,21.8300904787,7044000,0,159.33,,,,,,
Sun Mar 05 2017 09:00:00 GMT+0100 (CET),343.00,2.26765,22.97367,347,9019000,25.8,23.1666666667,1.2333333333,,1.4666666667,0.0496666667,10.4333333333,40.2333333333,0.6265,34.7333333333,23.7333333333,22.3229640565,22.3312468147,22.1921351944,22.7924349917,20.8016971917,21.3402468961,21.8699067602,21.6013192094,7044333.33333333,7310.5,1029.00,,,,,,
Sun Mar 05 2017 09:15:00 GMT+0100 (CET),819.22,2.10805,22.95702,346,9019333.33333333,29.9666666667,23.8333333333,1,,1.8666666667,3,14.1666666667,38.4,0.6113333333,30.4666666667,24.0666666667,22.3258653146,22.3320853002,22.0780602704,22.7695038622,20.7657490254,21.3358647741,21.7510391887,21.6582276983,7045333.33333333,4528,2457.67,,,,,,
Sun Mar 05 2017 09:30:00 GMT+0100 (CET),934.11,1.9551,22.9437,0.3456666667,9020000,32,25,0.7666666667,,1.9333333333,0.0563333333,10.9333333333,41.1,0.61,32.8,26.4666666667,22.3223858515,22.3376141937,22.1518850631,22.7276678622,20.7989871332,21.4357456462,21.7638229705,21.5956632419,7046000,4556,2802.33,,,,,,
Sun Mar 05 2017 09:45:00 GMT+0100 (CET),224.67,2.0083,22.95036,0.3503333333,9020666.66666666,27.2333333333,25.5666666667,0.7333333333,,1.7,3,14.6333333333,39.0666666667,0,32.1,26.2666666667,22.3117157792,22.454899334,22.1873856381,22.7058243036,20.758008115,21.3993798673,21.8825323394,21.6448701233,7046000,0,674.00,,,,,,
Sun Mar 05 2017 10:00:00 GMT+0100 (CET),105.22,2.00165,22.95036,0.3496666667,9021000,25.6666666667,24.9,0.8666666667,,1.5,0.0013333333,17.4,37.5,0,31.1666666667,26.1333333333,22.3201264774,22.3455293387,22.1395952644,22.7151287929,20.7686949606,21.5229752763,21.9657442463,21.6564270339,7046000,0,315.67,,,,,,
Sun Mar 05 2017 10:15:00 GMT+0100 (CET),125.33,2.237725,22.97034,0.3486666667,9021000,25.2666666667,24.3333333333,0.9666666667,,1.1666666667,1,19.6,36.2,0,30.2333333333,25.9333333333,22.3098474496,22.3330012987,22.193709461,22.7610736704,20.7615162394,21.5222632444,21.9027569235,21.702568822,7046000,0,376.00,,,,,,
Sun Mar 05 2017 10:30:00 GMT+0100 (CET),95.33,2.410625,22.98699,0.3466666667,9021000,24.7666666667,24.0333333333,2.1333333333,0.5666666667,0.1126666667,9,50.5,0.0123333333,38.9333333333,24.8333333333,22.3091906086,22.3260456569,22.1947236227,22.6737630563,20.7703344876,21.5193214365,21.9218765335,21.6926671286,7046000,158.6666666667,286.00,,,,,,,
Sun Mar 05 2017 10:45:00 GMT+0100 (CET),95.33,2.483775,23.0103,348,9021000,24.5666666667,23.8666666667,2.8666666667,1.8,0.0503333333,8.2333333333,49.5333333333,7,44.3666666667,24.1666666667,22.3041694494,22.3293309894,22.1445503929,22.8033990052,20.7414026927,21.5228669675,21.8370436255,21.7052862622,7046000,170,286.00,,,,,,,
Sun Mar 05 2017 11:00:00 GMT+0100 (CET),35.11,2.7265,23.00697,349,9021000,23.9666666667,23.7,2.1,,0.1333333333,0.0033333333,13.5,46.3666666667,0,41.8,24.2,22.3173585934,22.4325973593,22.1428476672,22.7287102086,20.6050462538,21.5220511929,21.7602023486,21.5968529556,7046000,0,105.33,,,,,,
Sun Mar 05 2017 11:15:00 GMT+0100 (CET),496.78,2.7664,23.02695,0.3463333333,9021000,27.4,23.5,1.6333333333,,0.7,0.0013333333,17.5,43.9666666667,0.67,40.3333333333,23.8333333333,22.3069603466,22.4070170001,22.1478139761,22.7577822033,20.5546808289,21.3823395641,21.8504327449,21.6529917281,7046333.33333333,13199.5,1490.33,,,,,,
Sun Mar 05 2017 11:30:00 GMT+0100 (CET),810.56,2.6999,23.00697,0.3306666667,9021666.66666666,30.4333333333,24.0666666667,1.2666666667,,1.5333333333,0.0586666667,11.1,50.2,0.6413333333,31.0666666667,24.9666666667,22.3063056885,22.3315539346,22.1970083503,22.7781954016,20.5631202879,21.3917910852,21.7544763467,21.585962695,7047666.66666667,4526.3333333333,2431.67,,,,,,
Sun Mar 05 2017 11:45:00 GMT+0100 (CET),978.33,2.61345,23.00697,0.3483333333,9022333.33333333,32.4,25.1333333333,1.7666666667,,0.6,48,10.5666666667,50.5,0.2086666667,32.8666666667,26.6333333333,22.3048833126,22.3289174264,22.1313797788,22.7275061831,20.601474002,21.3924527005,21.7647449019,21.6467665315,7049000,1522,2935.00,,,,,,
Sun Mar 05 2017 12:00:00 GMT+0100 (CET),752.33,2.723175,23.03361,0.3506666667,9023000,27.4333333333,25.6333333333,2.9333333333,3.4,0.0026666667,14.4666666667,47.3666666667,1,32.3,26.1,22.3084245546,22.3269312476,22.1826847899,22.7257787485,20.5850873517,21.450628122,21.861894528,21.6369565014,7049000,6.5,2257.00,,,,,,,
Sun Mar 05 2017 12:15:00 GMT+0100 (CET),82.89,2.623425,23.01363,0.35,9023000,25.7333333333,25.1,4.2333333333,6.6333333333,0.0013333333,17.2333333333,44.9333333333,0,31.5,25.3666666667,22.3159737505,22.3612694666,22.1870507712,22.7305092089,20.5676837447,21.5244511286,21.8832547521,21.8349118141,7049000,0,248.67,,,,,,,
Sun Mar 05 2017 12:30:00 GMT+0100 (CET),141.00,2.510375,23.03361,0.3486666667,9023000,25.4333333333,24.4,5.9,8.2666666667,1,19.3666666667,42.8666666667,0,30.8666666667,25.3,22.3175444218,22.5164018103,22.1392707336,22.7816407515,20.5843948461,21.5197627024,21.9025912476,21.7728636269,7049000,0,423.00,,,,,,,
Sun Mar 05 2017 12:45:00 GMT+0100 (CET),64.33,2.689925,23.02695,348,9023000,24.6333333333,24.2,7.4333333333,9.6,55,12.2,49.4666666667,0,30.5,25.3,22.3051643995,22.3456252608,22.1423935571,22.7492820958,20.5544066397,21.5196675549,21.9234411866,21.8344100244,7049000,0,193.00,,,,,,,
Sun Mar 05 2017 13:00:00 GMT+0100 (CET),52.89,2.38735,23.04027,347,9023000,24.3333333333,23.9333333333,8.9333333333,10.9,3,15.3333333333,46.3666666667,0,30.3,25.2666666667,22.325668886,22.3554510202,22.1925980025,22.7259298861,20.4376087549,21.5276800385,21.7721866956,21.7105941632,7049000,0,158.67,,,,,,,
Sun Mar 05 2017 13:15:00 GMT+0100 (CET),535.78,2.237725,23.02695,347,9023000,27.7333333333,23.7333333333,6.5333333333,5,0.0013333333,18.0333333333,43.9,0.6445,30.4,24.2666666667,22.3237143698,22.3499741699,22.1838795809,22.5962464184,20.4339950904,21.4788279599,21.7555086274,21.650503408,7049000,5029,1607.33,,,,,,,
Sun Mar 05 2017 13:30:00 GMT+0100 (CET),939.67,2.3275,23.00364,0.3476666667,9024000,31.3333333333,24.3666666667,3.0666666667,0.1333333333,1,20.2666666667,41.9333333333,0.6373333333,32.0666666667,25.5333333333,22.3230069886,22.3567306439,22.1306993188,22.5479910618,20.4001775423,21.4751121403,21.82993042,21.5964006317,7050333.33333333,4809,2819.00,,,,,,,
Sun Mar 05 2017 13:45:00 GMT+0100 (CET),1078.11,2.237725,22.99698,346,9024666.66666666,33.4,25.3333333333,2.6666666667,,0.0666666667,1,22.3,40.3333333333,627,33.9,27.5,22.3039582582,22.4280304079,22.1903334347,22.6253256251,20.3697688377,21.5322016411,21.7577748554,21.6680090592,7051000,4730,3234.33,,,,,,
Sun Mar 05 2017 14:00:00 GMT+0100 (CET),750.33,2.344125,23.00364,351,9025000,29.6333333333,26.1333333333,3.6,3.5666666667,0,23.8333333333,39.1,3,33.2666666667,27.0333333333,22.3205254475,22.401333088,22.1468588007,22.5578653196,20.3923298554,21.6448633682,21.7669856008,21.714316895,7051000,18,2251.00,,,,,,,
