Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Thw out,Fhp,Thp-sup,Thp-ret,Qhp,Php.1,Pbld
14/07/2016 01:45:00,14.3577109061,12.04315,24.24906,0.08,5653000,23.8666666667,23.7,35.4333333333,0,30.8,26.4,3718000,0,18
14/07/2016 02:00:00,14.3222096306,11.860275,24.22575,0.0806666667,5653000,23.9,23.7,35.3,0,30.4,26.4333333333,3718000,0,19
14/07/2016 02:15:00,14.3018232773,11.60425,24.19578,0.08,5653000,23.9,23.7,35.1666666667,0,30,26.4666666667,3718000,0,18
14/07/2016 02:30:00,14.4323662513,11.195275,24.1758,0.0803333333,5653000,23.9,23.7,35.0333333333,0,29.7,26.5,3718000,0,19
14/07/2016 02:45:00,14.4263994378,10.8661,24.15915,0.08,5653000,23.8666666667,23.6666666667,34.9333333333,0,29.4,26.5,3718000,0,18
14/07/2016 03:00:00,14.4400989267,10.663275,24.14583,0.0806666667,5653000,23.8333333333,23.6666666667,34.8,0,29.0666666667,26.5,3718000,0,18
14/07/2016 03:15:00,14.3873781332,10.430525,24.14583,0.0803333333,5653000,23.8,23.6,34.7666666667,0,28.8,26.5333333333,3718000,0,18
14/07/2016 03:30:00,14.5006093861,10.1745,24.11253,0.0803333333,5653000,23.8,23.6,34.6666666667,0,28.5333333333,26.6,3718000,0,18
14/07/2016 03:45:00,14.5319763653,10.18115,24.08589,0.0816666667,5653000,23.8,23.6,34.6,0,28.3,26.6,3718000,0,18
14/07/2016 04:00:00,14.4011715877,9.785475,24.06924,0.0806666667,5653000,23.8,23.6,34.5333333333,0,28.0333333333,26.6,3718000,0,18
14/07/2016 04:15:00,14.367350635,9.772175,24.05259,0.0806666667,5653000,23.8,23.6,34.4,0,27.9,26.6666666667,3718000,0,18
14/07/2016 04:30:00,14.375712152,10.383975,24.02928,0.08,5653000,23.8,23.6,34.3666666667,0,27.6666666667,26.6,3718000,0,17
14/07/2016 04:45:00,14.3934729463,10.2277,24.01596,0.0813333333,5653000,23.7333333333,23.5333333333,34.3,0,27.5,26.6,3718000,0,18
14/07/2016 05:00:00,14.3829728443,10.28755,24.00264,0.0803333333,5653000,23.7,23.5,34.2666666667,0,27.4,26.6333333333,3718000,0,17
14/07/2016 05:15:00,14.3186769235,10.550225,23.98266,81,5653000,23.7,23.5,34.2,0,27.2666666667,26.6666666667,3718000,0,18
14/07/2016 05:30:00,14.3918638583,11.095525,23.97267,0.0806666667,5653000,23.7,23.5,34.1666666667,0,27.1666666667,26.7,3718000,0,17
14/07/2016 05:45:00,14.3499816131,11.514475,23.96601,0.08,5653000,23.6666666667,23.5,34.1,0,27.1,26.7,3718000,0,17
14/07/2016 06:00:00,14.3200676343,11.787125,23.95602,0.0803333333,5653000,23.7,23.5,34.1333333333,0,27,26.7333333333,3718000,0,17
14/07/2016 06:15:00,14.1928017458,12.1429,23.93271,81,5653000,23.6666666667,23.5,34,0,26.9666666667,26.8,3718000,0,18
14/07/2016 06:30:00,14.2022817575,12.4488,23.91939,0.08,5653000,23.6666666667,23.5,34.0666666667,0,26.8333333333,26.8,3718000,0,18
14/07/2016 06:45:00,14.2606755226,12.651625,23.91273,0.0803333333,5653000,23.7,23.5,33.9,0,26.8,26.7666666667,3718000,0,18
14/07/2016 07:00:00,14.1252278373,13.190275,23.92272,81,5653000,23.7,23.5,39.9,0,26.7333333333,26.6,3718000,0,18
14/07/2016 07:15:00,14.2764772998,13.24015,23.9427,0.08,5653000,23.7,23.5,39.9,0,26.8333333333,26.6,3718000,0,17
14/07/2016 07:30:00,14.1926429001,13.529425,23.94603,0.0806666667,5653000,23.7,23.5,39.9,0,27.0333333333,26.4666666667,3718000,0,16
14/07/2016 07:45:00,14.1644947506,14.001575,23.91939,0.0806666667,5653000,23.7,23.5,39.9,0,27.2333333333,26.4333333333,3718000,0,16
14/07/2016 08:00:00,529.5326140954,14.307475,23.96268,0.0806666667,5653000,23.7333333333,23.5,39.9,0,27.6666666667,25.8666666667,3718000,0,20
14/07/2016 08:15:00,1706.6166471176,15.092175,24.03261,0.0803333333,5653000,23.6333333333,23.5,39.9,0,28.4333333333,25.2666666667,3718000,0,16
14/07/2016 08:30:00,1841.2451984998,15.211875,23.97267,0.0793333333,5653000,23.6333333333,23.5,39.9,0,28.1333333333,25.7,3718000,0,14
14/07/2016 08:45:00,1322.4697703866,17.127075,23.96601,0.0806666667,5653000,23.6333333333,23.5,39.9,13,27.8,26.1,3718000,21,16
14/07/2016 09:00:00,14.5076966684,17.014025,23976,0.0796666667,5653000,25.0333333333,23.5333333333,39.9,0.0083333333,43.1666666667,23.6333333333,3718000,182,33333333333334
14/07/2016 09:15:00,14.2166365289,16.20605,23.97933,0.0806666667,5653000,24.7333333333,23.9333333333,39.9,4,44.4333333333,23.7666666667,3718000,90,75
14/07/2016 09:30:00,14.1012104181,15.617525,23.97933,0.0803333333,5653000,23.8333333333,23.8,39.9,0,42.6666666667,24.1666666667,3718000,0,4
14/07/2016 09:45:00,14.1003691829,15.790425,23.96934,0.08,5653000,23.8,23.6666666667,39.9,0,40.5666666667,24.5333333333,3718000,0,14
14/07/2016 10:00:00,14.1823620325,16.402225,23.96934,0.0806666667,5653000,23.7666666667,23.5666666667,39.9,0,38.6,24.9333333333,3718000,0,19
14/07/2016 10:15:00,14.1519547275,16.914275,23.98266,0.0806666667,5653000,23.7,23.5,39.9,0,36.7,25.3,3718000,0,19
14/07/2016 10:30:00,14.1882458351,17.798725,23.99265,0.08,5653000,23.7,23.5,39.9,2,35.3333333333,25.1666666667,3718000,18,21
14/07/2016 10:45:00,14.0793966575,17.998225,24.0093,0.0803333333,5653000,23.7,23.5,39.9,0,35.3333333333,25.3333333333,3718000,0,23
14/07/2016 11:00:00,14.216628952,17.652425,24.03261,0.0803333333,5653000,23.8333333333,23.5,39.9,0,35.5333333333,25.0666666667,3718000,0,32
14/07/2016 11:15:00,14.0871693552,17.4496,24.02595,0.0803333333,5653000,23.8666666667,23.5,39.9,0,34.6333333333,24.5333333333,3718000,0,30
14/07/2016 11:30:00,14.2194134016,18.5801,24.03594,0.0796666667,5653000,23.7333333333,23.5333333333,39.9,0,33.6666666667,24.6,3718000,0,19
14/07/2016 11:45:00,14.1693503105,19.0722,24.03927,0.0806666667,5653000,23.7,23.5,39.9,0,32.9,24.8666666667,3718000,0,19
14/07/2016 12:00:00,14.1979504619,18.70645,24.04593,0.0806666667,5653000,23.7,23.5,39.9,0,32.2,25.1,3718000,0,19
14/07/2016 12:15:00,14.1933967331,18.809525,24.06924,0.0803333333,5653000,23.7,23.5,39.9,0,31.6666666667,25.4333333333,3718000,0,19
14/07/2016 12:30:00,14.1984837893,19.1387,24.0759,0.0803333333,5653000,23.7,23.5,39.9,0,31.1666666667,25.6666666667,3718000,0,20
14/07/2016 12:45:00,14.1693368986,19.2052,24.0759,0.0806666667,5653000,23.7,23.5,39.9,0,30.7,25.6666666667,3718000,0,20
14/07/2016 13:00:00,14.4345684482,19.288325,24.09588,0.13,5653000,23.6333333333,23.5,39.9,0,30.4666666667,25.9333333333,3718000,0,17
14/07/2016 13:15:00,14.2647163626,19.6309033333,24.10587,86,5653000,23.6333333333,23.5,39.9,0,30.2333333333,26,3718000,0,17
14/07/2016 13:30:00,14.2685379949,19.7472483333,24.12918,84,5653000,23.6666666667,23.5,39.9,0,30.0666666667,26.1666666667,3718000,0,17
14/07/2016 13:45:00,14.2046012971,19.6341816667,24.1425,83,5653000,23.7,23.5,39.9,0,29.9,26.2333333333,3718000,0,18
14/07/2016 14:00:00,14.2687356536,19.5909,24.16914,0.0826666667,5653000,23.6666666667,23.5,39.5666666667,0,29.7666666667,26.3,3718000,0,18
14/07/2016 14:15:00,14.1808986346,19817,24.18579,0.0826666667,5653000,23.7,23.5,38.7666666667,0,29.6333333333,26.4,3718000,0,17
14/07/2016 14:30:00,1162.4177589689,19.5643,24.22575,0.0823333333,5653000,23.7666666667,23.5,39.9,2,29.9666666667,25.6666666667,3718000,7,29
14/07/2016 14:45:00,1303.9634115333,19.70397,24.22908,82,5653000,23.6666666667,23.5,39.9,16,30,25.8,3718000,77,14
14/07/2016 15:00:00,14.1536269587,19.5909,24.24573,0.0826666667,5653000,25.1666666667,23.5666666667,39.9,0.0076666667,43.6,23.6333333333,3718000,167,66666666666666
